,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
173,New Mexico State NCAA,31,23,8,.742,6.26,-0.60,12,6,,,,,2500,2214,,,904,1985,.455,199,604,.329,493,860,.573,,1288,512,332,113,558,678
174,New Mexico NCAA,31,23,8,.742,9.55,0.93,14,4,,,,,2410,2092,,,805,1789,.450,300,782,.384,500,682,.733,,1227,408,165,111,391,465
175,New Orleans,30,20,10,.667,4.75,0.06,12,6,,,,,2130,1958,,,745,1628,.458,129,386,.334,511,731,.699,,1093,404,139,138,382,535
176,Niagara,27,6,21,.222,-13.44,-2.92,3,11,,,,,1786,2070,,,626,1561,.401,160,458,.349,374,592,.632,,943,320,198,50,516,595
177,Nicholls State,28,19,9,.679,-1.88,-7.15,12,6,,,,,2492,2252,,,937,1954,.480,143,439,.326,475,740,.642,,1172,476,314,64,439,565
178,North Carolina-Asheville,27,3,24,.111,-19.75,-5.50,1,17,,,,,1634,1969,,,607,1444,.420,175,438,.400,245,397,.617,,914,357,219,38,560,428
179,North Carolina A&T NCAA,30,16,14,.533,-10.14,-7.89,10,6,,,,,2265,2320,,,762,1657,.460,161,446,.361,580,837,.693,,1120,339,264,70,580,550
180,North Carolina-Greensboro,27,15,12,.556,-5.55,-8.55,11,7,,,,,1983,1902,,,720,1617,.445,176,477,.369,367,557,.659,,1136,382,145,137,461,470
181,North Carolina State,30,11,19,.367,1.48,7.41,5,11,,,,,2072,2239,,,772,1879,.411,180,572,.315,348,534,.652,,1110,466,200,95,440,610
182,North Carolina-Wilmington,28,18,10,.643,-2.06,-4.38,9,5,,,,,2114,2049,,,757,1612,.470,155,413,.375,445,647,.688,,1062,452,143,112,435,580
183,North Carolina NCAA,35,28,7,.800,22.59,9.36,11,5,,,,,2996,2533,,1410,1091,2188,.499,144,437,.330,670,1008,.665,,1531,649,285,219,532,579
184,North Texas,29,14,15,.483,-6.53,-6.22,9,9,,,,,2101,2090,,,749,1620,.462,204,554,.368,399,600,.665,,1031,440,155,45,440,458
185,Northeastern Illinois,28,17,11,.607,-8.27,-8.91,4,1,,,,,2359,2227,,,847,1905,.445,175,518,.338,490,742,.660,,1240,441,270,111,473,635
186,Northeastern,27,5,22,.185,-12.07,-3.64,2,12,,,,,1926,2095,,,717,1775,.404,124,403,.308,368,545,.675,,1083,350,225,71,437,570
187,Northern Arizona,26,13,13,.500,-3.70,-2.01,6,8,,,,,2082,2090,,,694,1596,.435,170,490,.347,524,773,.678,,1046,364,199,65,463,580
188,Northern Illinois,27,10,17,.370,-4.33,-4.52,7,11,,,,,1966,1951,,,727,1614,.450,154,400,.385,358,554,.646,,1002,326,202,82,432,465
189,Northern Iowa,29,16,13,.552,3.02,-0.06,10,8,,,,,2174,2086,,,793,1676,.473,140,398,.352,448,650,.689,,1046,356,226,115,448,580
190,Northwestern State,26,11,15,.423,-10.20,-6.51,6,12,,,,,2223,2201,,,780,1737,.449,172,471,.365,491,686,.716,,1130,460,190,86,414,451
191,Northwestern,29,15,14,.517,10.80,8.90,5,13,,,,,2174,2072,,,771,1649,.468,187,495,.378,445,609,.731,,1019,516,184,97,410,498
192,Notre Dame,29,12,17,.414,4.87,7.26,,,,,,,2078,2129,,,741,1652,.449,178,472,.377,418,627,.667,,1069,457,214,77,542,656
193,Ohio State,29,13,16,.448,11.30,11.59,6,12,,,,,2223,2201,,,840,1790,.469,144,385,.374,399,566,.705,,998,471,200,105,440,570
194,Ohio NCAA,33,25,8,.758,11.52,0.23,14,4,,,,,2668,2282,,,924,1945,.475,208,530,.392,612,911,.672,,1314,489,190,168,492,640
195,Oklahoma State NCAA,34,24,10,.706,17.65,8.37,10,4,,,,,2738,2339,,,969,2000,.485,258,619,.417,542,807,.672,,1285,677,265,112,500,654
196,Oklahoma,28,15,13,.536,9.59,8.99,6,8,,,,,2447,2430,,,881,1977,.446,164,483,.340,521,745,.699,,1144,492,257,99,409,620
197,Old Dominion,31,21,10,.677,6.37,-2.60,10,4,,,,,2595,2308,,,931,2038,.457,247,624,.396,486,689,.705,,1269,543,232,141,432,592
198,Oral Roberts,27,6,21,.222,-11.98,-1.75,,,,,,,1936,2221,,,708,1684,.420,158,477,.331,362,519,.697,,976,427,219,53,468,558
199,Oregon State,27,6,21,.222,-2.13,8.10,2,16,,,,,1862,2142,,,674,1603,.420,135,450,.300,379,608,.623,,896,366,235,56,445,527
200,Oregon,27,10,17,.370,3.53,7.93,6,12,,,,,2055,2113,,,704,1672,.421,157,445,.353,490,743,.659,,1047,352,174,48,424,618
201,Pacific,31,17,14,.548,1.91,-0.47,10,8,,,,,2459,2325,,,876,1889,.464,203,570,.356,504,755,.668,,1135,464,184,43,403,541
202,Penn State,27,13,14,.481,7.08,8.00,6,12,,,,,1913,1920,,,637,1452,.439,139,404,.344,500,733,.682,,1001,377,170,106,436,473
203,Pennsylvania NCAA,28,25,3,.893,5.95,-5.12,14,0,,,,,2139,1799,,,753,1698,.443,208,588,.354,425,598,.711,,1033,409,259,83,345,489
204,Pepperdine NCAA,30,19,11,.633,9.23,2.62,8,6,,,,,2175,1935,,,810,1710,.474,161,423,.381,394,613,.643,,1110,477,251,96,428,520
205,Pittsburgh,27,13,14,.481,12.88,9.95,7,11,,,,,2107,2028,,,746,1701,.439,165,484,.341,450,702,.641,,1108,457,214,140,421,541
206,Portland,30,13,17,.433,-0.84,3.42,6,8,,,,,2384,2448,,,864,1964,.440,118,413,.286,538,745,.722,,1188,439,273,64,531,678
207,Prairie View,27,5,22,.185,-33.66,-8.16,2,12,,,,,2066,2602,,,794,1931,.411,103,363,.284,375,592,.633,,1116,359,226,96,562,613
208,Princeton,26,18,8,.692,3.22,-6.28,11,3,,,,,1664,1361,,,576,1191,.484,195,507,.385,317,433,.732,,720,323,181,75,338,413
209,Providence NCAA,30,20,10,.667,19.28,9.95,10,8,,,,,2379,2099,,,846,1831,.462,139,399,.348,548,779,.703,,1162,523,241,96,416,527
210,Purdue NCAA,34,29,5,.853,21.28,9.90,14,4,,,,,2871,2484,,,1050,2241,.469,252,648,.389,519,740,.701,,1376,586,246,103,473,654
211,Radford,28,20,8,.714,-2.96,-9.04,13,5,,,,,2176,1910,,,793,1580,.502,124,340,.365,466,643,.725,,926,397,303,126,481,546
212,Rhode Island,27,11,16,.407,3.80,5.55,7,9,,,,,1928,1975,,,683,1617,.422,157,444,.354,405,587,.690,,1051,344,143,90,374,549
213,Rice,29,15,14,.517,2.34,1.20,6,8,,,,,2174,2135,,,817,1774,.461,120,328,.366,420,613,.685,,1152,452,171,49,433,594
214,Richmond,28,14,14,.500,1.61,-0.75,8,6,,,,,2127,2061,,,772,1692,.456,148,383,.386,435,611,.712,,926,398,190,48,370,536
215,Rider NCAA,30,21,9,.700,-0.83,-6.23,14,4,,,,,2280,2118,,,838,1703,.492,137,346,.396,467,719,.650,,1098,467,233,120,468,595
216,Robert Morris,28,14,14,.500,-5.91,-4.52,11,7,,,,,1970,2009,,,716,1544,.464,139,323,.430,399,563,.709,,1043,390,194,64,472,589
217,Rutgers,27,11,16,.407,1.12,5.78,6,10,,,,,1831,1957,,,652,1625,.401,122,390,.313,405,603,.672,,989,317,207,118,384,555
218,Sacramento State,27,1,26,.037,-21.89,-0.07,,,,,,,1660,2249,,,639,1712,.373,110,433,.254,272,448,.607,,998,318,196,113,522,553
219,Saint Francis (PA),28,13,15,.464,-5.72,-6.72,9,9,,,,,2113,2085,,,745,1628,.458,167,452,.369,456,680,.671,,916,450,327,70,489,632
220,Saint Joseph's,28,14,14,.500,5.11,4.36,5,11,,,,,2037,2016,,,719,1636,.439,156,437,.357,443,687,.645,,1118,412,161,63,398,578
221,Saint Louis NCAA,29,23,6,.793,12.78,3.13,8,4,,,,,2337,2035,,,816,1764,.463,253,654,.387,452,637,.710,,954,510,276,33,369,510
222,Saint Mary's (CA),27,13,14,.481,1.06,1.78,5,9,,,,,2114,2061,,,740,1607,.460,197,543,.363,437,647,.675,,1003,433,234,67,479,504
223,Saint Peter's,27,14,13,.519,-5.03,-4.47,8,6,,,,,1862,1877,,,662,1541,.430,123,340,.362,415,615,.675,,988,357,230,95,454,553
224,Sam Houston State,27,7,20,.259,-15.05,-6.01,7,11,,,,,1795,2025,,,656,1560,.421,166,471,.352,317,494,.642,,920,483,239,68,418,526
225,Samford,28,10,18,.357,-9.03,-6.37,4,12,,,,,1842,1840,,,590,1330,.444,211,550,.384,451,640,.705,,864,349,135,48,365,504
226,San Diego State,28,12,16,.429,-3.79,2.06,6,12,,,,,2064,2164,,,701,1671,.420,148,444,.333,514,777,.662,,1056,334,214,106,414,558
227,San Diego,29,18,11,.621,4.13,1.83,7,7,,,,,2232,2132,,,726,1555,.467,235,619,.380,545,745,.732,,1019,422,161,74,463,555
228,San Francisco,28,17,11,.607,6.09,1.28,8,6,,,,,2488,2318,,,886,1889,.469,190,530,.358,526,764,.688,,1106,473,317,108,468,551
229,San Jose State,27,15,12,.556,1.65,0.80,11,7,,,,,1949,1927,,,694,1566,.443,115,332,.346,446,645,.691,,945,296,167,66,377,599
230,Santa Clara,27,13,14,.481,5.47,3.31,6,8,,,,,1977,1846,,,704,1646,.428,181,542,.334,388,570,.681,,1000,436,220,52,339,556
231,Seton Hall NCAA,30,17,13,.567,13.67,10.77,8,10,,,,,2059,1972,,,668,1677,.398,198,583,.340,525,771,.681,,1135,352,217,144,437,575
232,Siena,33,25,8,.758,6.74,-1.96,10,4,,,,,2650,2366,,,916,2012,.455,198,576,.344,620,890,.697,,1293,463,252,108,449,645
233,South Alabama,27,13,14,.481,-1.87,-1.32,9,9,,,,,1990,2005,,,722,1695,.426,119,401,.297,427,663,.644,,1183,381,174,159,441,517
234,South Carolina State,29,16,13,.552,-10.71,-9.83,10,6,,,,,2128,2116,,,769,1774,.433,147,406,.362,443,694,.638,,1119,295,245,54,460,579
235,South Carolina,28,9,19,.321,4.14,8.39,4,12,,,,,2067,2187,,,746,1693,.441,147,490,.300,428,627,.683,,1014,400,202,88,415,507
236,South Florida,27,10,17,.370,0.34,5.49,2,10,,,,,1752,1891,,,628,1507,.417,87,295,.295,409,613,.667,,927,336,137,72,349,465
237,Southeast Missouri State,27,10,17,.370,-10.31,-6.58,5,11,,,,,2207,2291,,,780,1734,.450,172,471,.365,475,708,.671,,1068,357,200,54,487,543
238,Southeastern Louisiana,27,10,17,.370,-14.69,-5.65,7,9,,,,,1999,2141,,,713,1668,.427,143,481,.297,430,598,.719,,986,434,224,34,429,545
239,Southern California,28,16,12,.571,4.45,4.52,9,9,,,,,2031,2033,,,714,1651,.432,147,416,.353,456,733,.622,,1038,383,231,108,427,604
240,Southern Illinois NCAA,30,23,7,.767,7.09,0.37,14,4,,,,,2371,2126,,,868,1778,.488,147,412,.357,488,720,.678,,1171,486,230,101,447,577
241,Southern Methodist,27,6,21,.222,-3.52,5.11,3,11,,,,,1889,2126,,,691,1686,.410,164,474,.346,343,557,.616,,1031,365,185,86,437,575
242,Southern Mississippi,30,15,15,.500,8.67,5.61,5,7,,,,,2306,2214,,,856,1984,.431,180,546,.330,414,649,.638,,1250,434,218,79,429,606
243,Southern Utah,27,16,11,.593,-3.47,-5.34,,,,,,,2060,1903,,,737,1587,.464,177,450,.393,407,606,.672,,943,398,230,82,400,477
244,Southern,27,16,11,.593,-7.29,-11.94,8,6,,,,,2727,2369,,,1027,2075,.495,178,513,.347,495,786,.630,,1258,456,294,123,467,582
245,St. Bonaventure,27,10,17,.370,-0.88,4.71,4,12,,,,,1898,2049,,,634,1629,.389,165,512,.322,465,695,.669,,1038,367,205,49,390,567
246,St. Francis (NY),27,1,26,.037,-22.65,-7.57,1,17,,,,,1889,2290,,,720,1806,.399,136,497,.274,313,494,.634,,971,342,229,80,454,651
247,St. John's (NY),29,12,17,.414,9.46,8.53,5,13,,,,,2126,2099,,,779,1786,.436,96,306,.314,472,686,.688,,1111,438,272,64,419,543
248,Stanford,28,17,11,.607,10.72,7.64,10,8,,,,,2091,2003,,,715,1667,.429,102,326,.313,559,860,.650,,1087,368,206,61,372,591
249,Stephen F. Austin,27,9,18,.333,-11.01,-5.01,6,12,,,,,1863,2020,,,650,1506,.432,159,465,.342,404,592,.682,,958,304,153,68,397,448
250,Stetson,29,14,15,.483,-9.79,-6.25,9,7,,,,,1983,2059,,,696,1629,.427,187,509,.367,404,631,.640,,1030,402,208,70,405,541
251,Syracuse NCAA,30,23,7,.767,17.93,8.86,13,5,,,,,2517,2248,,,950,1993,.477,143,467,.306,474,663,.715,,1239,502,266,159,452,626
252,Temple NCAA,31,23,8,.742,17.37,8.34,12,4,,,,,1977,1697,,,718,1725,.416,158,465,.340,383,599,.639,,1162,313,253,110,265,414
253,Tennessee-Martin,27,5,22,.185,-16.27,-3.39,3,13,,,,,1968,2291,,,698,1638,.426,191,552,.346,381,525,.726,,960,343,249,35,527,541
254,Tennessee State NCAA,31,19,12,.613,0.02,-2.78,12,4,,,,,2488,2300,,,913,1972,.463,221,609,.363,441,677,.651,,1324,463,172,146,495,584
255,Tennessee Tech,31,10,21,.323,-11.04,-1.65,5,11,,,,,2532,2769,,,918,2242,.409,229,702,.326,467,725,.644,,1386,460,204,121,492,672
256,Tennessee,27,5,22,.185,1.17,7.62,2,14,,,,,1908,2082,,,712,1678,.424,149,483,.308,335,477,.702,,959,421,226,92,446,480
257,Texas A&M,30,19,11,.633,3.84,1.14,10,4,,,,,2261,2200,,,806,1789,.451,124,410,.302,525,763,.688,,1142,544,226,60,452,681
258,Texas-Arlington,29,7,22,.241,-17.60,-4.00,4,14,,,,,2213,2576,,,832,1909,.436,162,503,.322,387,568,.681,,1035,435,224,41,486,569
259,Texas Christian,27,7,20,.259,-5.86,1.03,3,11,,,,,1987,2175,,,705,1583,.445,139,418,.333,438,675,.649,,980,417,174,100,422,558
260,Texas-El Paso,30,18,12,.600,2.08,2.77,8,10,,,,,2164,2125,,,748,1722,.434,179,523,.342,489,693,.706,,1052,357,188,138,365,531
261,Texas-Rio Grande Valley,28,16,12,.571,-2.03,-2.61,9,9,,,,,2109,2023,,,787,1723,.457,141,438,.322,394,602,.654,,1084,436,256,32,433,573
262,Texas-San Antonio,27,12,15,.444,-8.80,-6.56,8,10,,,,,2102,2136,,,783,1768,.443,164,485,.338,372,504,.738,,1088,502,224,60,467,505
263,Texas Southern NCAA,30,19,11,.633,-5.86,-7.40,12,2,,,,,2496,2342,,,869,2027,.429,202,643,.314,556,831,.669,,1287,410,227,72,379,583
264,Texas State NCAA,32,25,7,.781,-0.16,-7.40,14,4,,,,,2329,2070,,,861,1772,.486,113,343,.329,494,828,.597,,1243,450,241,98,442,575
265,Texas Tech,28,17,11,.607,3.98,0.45,10,4,,,,,2336,2237,,,841,1768,.476,144,461,.312,510,771,.661,,1160,451,214,94,458,535
266,Texas NCAA,34,26,8,.765,14.59,3.00,12,2,,,,,3119,2707,,,1138,2438,.467,233,708,.329,610,939,.650,,1387,568,453,133,847,745
267,Toledo,27,15,12,.556,0.58,-2.34,10,8,,,,,1984,1922,,,698,1438,.485,130,337,.386,458,698,.656,,936,422,186,51,415,497
268,Towson,30,21,9,.700,-7.61,-6.25,15,3,,,,,2205,2244,,,829,1790,.463,80,233,.343,467,660,.708,,1080,424,280,135,463,558
269,Troy,27,13,14,.481,-15.76,-10.32,5,0,,,,,2634,2710,,,970,2262,.429,262,815,.321,432,600,.720,,1186,482,321,84,467,630
270,Tulane,29,18,11,.621,10.64,2.23,7,5,,,,,2289,2034,,,848,1858,.456,105,396,.265,488,769,.635,,1189,414,331,97,473,580
271,Tulsa NCAA,31,23,8,.742,10.90,2.47,15,3,,,,,2586,2268,,,918,1969,.466,254,628,.404,496,718,.691,,1295,571,246,75,447,536
272,UCLA NCAA,28,21,7,.750,16.24,6.70,13,5,,,,,2410,2143,,,905,1878,.482,110,321,.343,490,699,.701,,1229,495,217,119,458,599
273,Utah State,27,14,13,.519,-1.84,0.48,11,7,,,,,1862,1869,,,648,1416,.458,55,216,.255,511,728,.702,,1038,352,151,66,418,545
274,Utah,28,14,14,.500,3.60,2.44,8,10,,,,,2100,1992,,,738,1619,.456,235,593,.396,389,521,.747,,1082,475,172,102,415,611
275,Valparaiso,28,20,8,.714,0.01,-5.14,14,4,,,,,2128,1947,,,735,1653,.445,183,532,.344,475,648,.733,,1075,393,210,65,393,518
276,Vanderbilt,32,20,12,.625,13.43,8.18,9,7,,,,,2521,2353,,,866,1873,.462,232,595,.390,557,742,.751,,1141,550,239,111,456,563
277,Vermont,27,12,15,.444,-11.77,-6.17,3,11,,,,,2135,2240,,,721,1792,.402,240,731,.328,453,617,.734,,1007,341,233,76,404,575
278,Villanova,32,20,12,.625,12.86,11.26,10,8,,,,,2383,2324,,,837,1914,.437,240,669,.359,469,693,.677,,1142,518,263,183,466,598
279,Virginia Commonwealth,27,14,13,.519,7.07,5.85,5,7,,,,,2103,2070,,,757,1656,.457,187,535,.350,402,613,.656,,1101,448,199,107,474,514
280,VMI,28,5,23,.179,-14.73,-2.96,2,16,,,,,1891,2131,,,672,1745,.385,197,579,.340,350,553,.633,,1051,338,206,68,427,499
281,Virginia Tech,28,18,10,.643,9.83,3.47,6,6,,,,,2028,1850,,,733,1676,.437,145,420,.345,417,609,.685,,1065,417,208,137,414,552
282,Virginia NCAA,31,18,13,.581,9.58,11.19,8,8,,,,,1988,2038,,,699,1806,.387,134,429,.312,456,690,.661,,1204,379,190,152,455,612
283,Wagner,28,16,12,.571,-3.36,-5.54,11,7,,,,,2112,2051,,,715,1644,.435,217,573,.379,465,665,.699,,1023,404,208,79,439,553
284,Wake Forest NCAA,33,21,12,.636,13.87,7.84,9,7,,,,,2353,2162,,,817,1831,.446,202,515,.392,517,700,.739,,1206,415,187,169,402,528
285,Washington State NCAA,31,20,11,.645,13.43,7.63,10,8,,,,,2355,2138,,,846,1792,.472,221,598,.370,442,630,.702,,1131,428,232,93,485,589
286,Washington,27,5,22,.185,0.57,8.79,3,15,,,,,1671,1893,,,580,1422,.408,112,390,.287,399,640,.623,,928,343,160,47,501,508
287,Weber State,30,20,10,.667,4.74,2.09,10,4,,,,,2537,2367,,,912,2052,.444,188,601,.313,525,804,.653,,1289,458,272,119,471,616
288,West Virginia,29,17,12,.586,9.21,5.18,8,8,,,,,2260,2143,,,820,1897,.432,146,424,.344,474,717,.661,,1201,452,262,142,430,613
289,Western Carolina,28,12,16,.429,-4.50,-1.19,8,10,,,,,2048,2105,,,740,1686,.439,124,395,.314,444,679,.654,,1100,345,232,125,497,607
290,Western Illinois,27,7,20,.259,-12.86,-2.52,5,13,,,,,1838,2095,,,660,1577,.419,158,469,.337,360,572,.629,,970,369,217,39,467,526
291,Western Kentucky NCAA,31,20,11,.645,8.12,1.72,14,4,,,,,2403,2171,,,883,1886,.468,178,537,.331,459,716,.641,,1211,445,287,137,537,677
292,Western Michigan,28,14,14,.500,-1.64,0.08,7,11,,,,,1957,2002,,,703,1566,.449,111,316,.351,440,676,.651,,1015,360,183,115,81,529
293,Wichita State,27,9,18,.333,-8.14,0.71,6,12,,,,,1746,1945,,,639,1521,.420,154,447,.345,314,450,.698,,923,415,169,72,449,509
294,William & Mary,27,4,23,.148,-12.67,-2.56,2,12,,,,,1964,2246,,,699,1610,.434,183,534,.343,383,577,.664,,988,349,157,129,471,563
295,Winthrop,27,4,23,.148,-21.59,-5.11,3,15,,,,,1947,2345,,,706,1767,.400,203,566,.359,332,479,.693,,995,404,189,66,445,494
296,Wisconsin NCAA,29,18,11,.621,15.00,9.86,8,10,,,,,2259,2099,,,816,1755,.465,225,609,.369,402,599,.671,,1090,472,201,135,449,592
297,Wright State,30,12,18,.400,-9.58,-4.08,9,9,,,,,2159,2307,,,755,1636,.461,156,454,.344,493,734,.672,,1003,377,228,77,516,539
298,Wyoming,28,14,14,.500,2.57,2.53,7,11,,,,,1963,1921,,,695,1530,.454,116,341,.340,457,671,.681,,1030,345,195,162,428,567
299,Xavier,30,22,8,.733,9.35,0.87,8,2,,,,,2390,2096,,,879,1918,.458,149,446,.334,483,748,.646,,1133,532,260,136,412,564
300,Yale,26,10,16,.385,-13.52,-8.04,7,7,,,,,1693,1799,,,589,1348,.437,138,358,.385,377,556,.678,,905,308,154,47,393,466
301,Youngstown State,26,5,21,.192,-12.83,-3.41,3,15,,,,,1755,2000,,,671,1589,.422,127,363,.350,286,467,.612,,977,324,200,71,409,563
